position,person,personID,start,end,gender,DOB,DOD,image,enwiki
member of the Bulgarian National Assembly,Ekaterina Dimitrusheva,Q110314311,2021-11,,female,1990-11-13,,,
member of the Bulgarian National Assembly,Stefan Apostolov,Q110314528,2021-11,,male,1988-02-28,,,
member of the Bulgarian National Assembly,Elhan Kalkov,Q110314656,2021-11,,male,1973-10-26,,,
member of the Bulgarian National Assembly,Kostadin Stoykov,Q110315240,2021-11,,male,1980-04-02,,,
member of the Bulgarian National Assembly,Ivan Dimitrov,Q110315253,2021-11,,male,1973-04-12,,,
member of the Bulgarian National Assembly,,Q110656491,2021-11,,male,1985-01-01,,,
member of the Bulgarian National Assembly,,Q12271527,2021-11,,male,1983-11-07,,,
member of the Bulgarian National Assembly,Atanas Atanasov,Q12272540,2021-11,,male,1959-05-17,,Atanas Atanasov 2011-06-19 portrait.jpg,Atanas Atanasov (politician)
member of the Bulgarian National Assembly,,Q12273773,2021-11,,male,1967-06-17,,Borislav gutsanov.jpg,
member of the Bulgarian National Assembly,Daniel Mitov,Q12277630,2021-11,,male,1977-12-04,,Daniel Mitov (cropped).jpg,Daniel Mitov
member of the Bulgarian National Assembly,Delyan Peevski,Q12277826,2021-11,,male,1980-07-27,,,Delyan Peevski
member of the Bulgarian National Assembly,Emil Georgiev,Q12279817,2021-11,,male,1951-06-14,,Emil Georgiev.png,
member of the Bulgarian National Assembly,Ivan Totev,Q12281254,2021-11,,male,1975-10-28,,Ivan Totev portrait.jpg,
member of the Bulgarian National Assembly,Ицо Хазарта,Q12281964,2021-11,,male,1979-12-19,,,
member of the Bulgarian National Assembly,,Q12282211,2021-11,,male,1956-09-05,,,
member of the Bulgarian National Assembly,Korneliya Ninova,Q12283736,2021-11,,female,1969-01-16,,KorneliyaNinova.jpg,Korneliya Ninova
member of the Bulgarian National Assembly,Kostadin Kostadinov,Q12283853,2021-11,,male,1979-04-01,,Костадин Костадинов снимка.jpg,Kostadin Kostadinov (politician)
member of the Bulgarian National Assembly,Lachezar Ivanov,Q12285322,2021-11,,male,1962-08-13,,,
member of the Bulgarian National Assembly,Lyuben Dilov Jr.,Q12285342,2021-11,,male,1964-11-19,,Lyuben-Dilov-Jr-20101104.jpg,Lyuben Dilov Jr.
member of the Bulgarian National Assembly,Petar Nikolov-Zikov,Q12290529,2021-11,,male,1979-06-03,,"Petar Nikolov, dvijenie BG grajdani.jpg",Petar Nikolov-Zikov
member of the Bulgarian National Assembly,,Q12292130,2021-11,,male,1957-04-12,,,
member of the Bulgarian National Assembly,Rumen Gechev,Q12292633,2021-11,,male,1956-10-04,,,
member of the Bulgarian National Assembly,,Q12296772,2021-11,,male,1970-05-02,,,
member of the Bulgarian National Assembly,Hassan Ademov,Q12297977,2021-11,,male,1953-01-24,,,Hassan Ademov
member of the Bulgarian National Assembly,Petar Tchobanov,Q15732366,2021-11,,male,1976-07-20,,,
member of the Bulgarian National Assembly,Dragomir Stoïnev,Q15732371,2021-11,,male,1976-05-06,,,
member of the Bulgarian National Assembly,Georgi Gyokov,Q17409292,2021-11,,male,1961-12-13,,,
member of the Bulgarian National Assembly,Krasen Kralev,Q18639404,2021-11,,male,1967-01-02,,"Krasen Kralev, Minister of Youth and Sports (39102995272).jpg",Krasen Kralev
member of the Bulgarian National Assembly,Hristo Ivanov,Q18757290,2021-11,,male,1974-09-13,,Hristo-Ivanov.jpg,Hristo Ivanov (politician)
member of the Bulgarian National Assembly,,Q19206168,2021-11,,male,1976-08-05,,,
member of the Bulgarian National Assembly,Mustafa Karadaya,Q20500637,2021-11,,male,1970-05-08,,Мустафа Карадайы.jpg,Mustafa Karadayi
member of the Bulgarian National Assembly,Georgi Svilenski,Q27914791,2021-11,,male,1970-10-09,,,Georgi Svilenski
member of the Bulgarian National Assembly,Nikolina Angelkova,Q28530167,2021-11,,female,1979-11-30,,Nikolina Angelkova - 2017 (38424526564) (cropped).jpg,Nikolina Angelkova
member of the Bulgarian National Assembly,Antoaneta Tsoneva,Q29046948,2021-11,,female,1970-05-08,,Antoaneta Tsoneva.jpg,
member of the Bulgarian National Assembly,Nikolay Nankov,Q29830741,2021-11,,male,1983-12-19,,Nikolay Nankov.jpg,
member of the Bulgarian National Assembly,Desislava Atanasova,Q3024453,2021-11,,female,1978-10-08,,,
member of the Bulgarian National Assembly,,Q31191837,2021-11,,male,1980-10-10,,Toma Bikov.jpg,
member of the Bulgarian National Assembly,,Q46423743,2021-11,,male,1976-01-16,,,
member of the Bulgarian National Assembly,Krasimir Valchev,Q54856024,2021-11,,male,1975-06-09,,Krasimir Valchev 2017-11-22.jpg,
member of the Bulgarian National Assembly,,Q57205064,2021-11,,male,1956-01-13,,,
member of the Bulgarian National Assembly,Rosen Zhelyazkov,Q59978016,2021-11,,male,1968-04-05,,,
member of the Bulgarian National Assembly,Petya Avramova,Q59978130,2021-11,,female,1963-05-29,,,
member of the Bulgarian National Assembly,Delian Dobrev,Q785450,2021-11,,male,1978-05-14,,Delyan Dobrev.jpg,
member of the Bulgarian National Assembly,Denitsa Sacheva,Q84837746,2021-11,,female,1973-11-02,,Denitsa Sacheva.jpg,
member of the Bulgarian National Assembly,Desislava Taneva,Q9206423,2021-11,,female,1972-06-09,,DOORSTEP - INFORMAL MEETING OF AGRICULTURE AND FISHERIES (Informal AGRIFISH) 2016-09-13 (29568191821) (cropped).jpg,Desislava Taneva
member of the Bulgarian National Assembly,Djevdet Chakarov,Q9249710,2021-11,,male,1960-08-08,,,
member of the Bulgarian National Assembly,Martin Dimitrov,Q943971,2021-11,,male,1977-04-13,,Martin Dimitrov.png,Martin Dimitrov
member of the Bulgarian National Assembly,Kristian Vigenin,Q946742,2021-11,,male,1975-06-12,,Kristian Vigenin crop.jpg,Kristian Vigenin
member of the Bulgarian National Assembly,Kostadin Angelov,Q97666454,2021-11,,male,1977-06-07,,,
member of the Bulgarian National Assembly,,Q97837465,2021-11,,male,1980-05-06,,,
member of the Bulgarian National Assembly,Tomislav Donchev,Q982480,2021-11,,male,1973-08-06,,Tomislav Donchev 2017-11-20 (cropped).jpg,Tomislav Donchev
